compound_id,name,aliases,structural_class,class_key,subfamily,ring_of_the_acid,smiles,inchikey,iupac_name,molecular_formula,mw,stereochemistry,structure_confidence,structure_verified,n_measurements
NAT01,D-Luciferin,1 (Kitada 2020); 1a (Iwano 2013 / Kitada 2018); 3a (Conley 2012); D-LH2; L-LH2; LH2; beetle luciferin; compound 1; dLuc; firefly luciferin,Natural luciferin and its stereoisomers,natural,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(O)cc3s2)=N1,BJGNCJDXODQBOB-SSDOTTSWSA-N,"(4S)-2-(6-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C11H8N2O3S2,280.33,,high,confirmed,324
NAT02,L-Luciferin,(4R)-luciferin; L-(+)-luciferin; L-1 (Ioka 2016); L-LH2; L-firefly luciferin; L-firefly luciferin (L-1); synthetic L-luciferin; unnatural enantiomer of firefly luciferin,Natural luciferin and its stereoisomers,natural,benzothiazole,thiazoline (natural),O=C(O)[C@@H]1CSC(c2nc3ccc(O)cc3s2)=N1,BJGNCJDXODQBOB-ZETCQYMHSA-N,"(4R)-2-(6-hydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C11H8N2O3S2,280.33,,high,confirmed,5
AM01,4'-Hydroxyluciferin,"2-(4,6-dihydroxy-2-benzothiazolyl)-delta-2-thiazoline-4-carboxylic acid; 4'-Hydroxyluciferin; 4,6-dihydroxyluciferin; 4-hydroxyluciferin; DL-4,6-dihydroxyluciferin; White & Woerther 1966 compound 5; compound 5","6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)C1CSC(c2nc3c(O)cc(O)cc3s2)=N1,OBNHARMUQMTOGF-UHFFFAOYSA-N,"(4RS)-2-(4,6-dihydroxy-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid (racemic)",C11H8N2O4S2,296.33,racemate,high,confirmed,5
AM02,"6'-(1,1-dioxothiomorpholin-4-yl) luciferin",compound 15a (Sharma 2017); thiomorpholine dioxide luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCS(=O)(=O)CC4)cc3s2)=N1,SZVKBVBLVWGWCD-LLVKDONJSA-N,"(S)-2-(6-(1,1-dioxidothiomorpholino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H15N3O4S3,397.5,,high,confirmed,12
AM03,"6'-(2,2,2-trifluoroethylamino) luciferin",compound 41a (Sharma 2017); trifluoroethylamino luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NCC(F)(F)F)cc3s2)=N1,BBHXILGOSHRSOU-MRVPVSSYSA-N,"(S)-2-(6-((2,2,2-trifluoroethyl)amino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C13H10F3N3O2S2,361.37,,high,confirmed,4
AM04,"6'-(2,3-dihydro-1H-indol-1-yl) luciferin",compound 29a (Sharma 2017); indolin-1-yl luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCc5ccccc54)cc3s2)=N1,QBGZCZWKMGFKGX-CQSZACIVSA-N,"(S)-2-(6-(indolin-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C19H15N3O2S2,381.48,,high,confirmed,1
AM05,"6'-(2,6-dimethylanilino) luciferin",compound 20a (Sharma 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),Cc1cccc(C)c1Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,JTYZEBYFNKLKQQ-CQSZACIVSA-N,"(S)-2-(6-((2,6-dimethylphenyl)amino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C19H17N3O2S2,383.5,,high,confirmed,3
AM06,6'-(2-ethylanilino) luciferin,compound 18a (Sharma 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CCc1ccccc1Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,NIUVZCXVUJKJNP-OAHLLOKOSA-N,"(S)-2-(6-((2-ethylphenyl)amino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C19H17N3O2S2,383.5,,high,confirmed,1
AM07,"6'-(3,3-dimethylureido) luciferin",compound 37a (Sharma 2017); dimethylurea luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CN(C)C(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,PNENRYURIHHOGV-SECBINFHSA-N,"(S)-2-(6-(3,3-dimethylureido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C14H14N4O3S2,350.43,,high,confirmed,3
AM08,6'-(4-tert-butoxycarbonylpiperazin-1-yl) luciferin,compound 16a (Sharma 2017); Boc-PIPE (16a); Boc-piperazinyl luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CC(C)(C)OC(=O)N1CCN(c2ccc3nc(C4=N[C@@H](C(=O)O)CS4)sc3c2)CC1,NCXYLMYZDITJBR-CQSZACIVSA-N,"(S)-2-(6-(4-(tert-butoxycarbonyl)piperazin-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C20H24N4O4S2,448.57,,high,confirmed,4
AM09,6'-(azepan-1-yl) luciferin,azepanyl luciferin; compound 7a (Sharma 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCCCCC4)cc3s2)=N1,GRFYBXURSQOJAN-CYBMUJFWSA-N,"(S)-2-(6-(azepan-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C17H19N3O2S2,361.49,,high,confirmed,9
AM10,6'-(azetidin-1-yl) luciferin,azetidinyl luciferin; compound 4a (Sharma 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCC4)cc3s2)=N1,QEDVWUXDTYTRPX-SNVBAGLBSA-N,"(S)-2-(6-(azetidin-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C14H13N3O2S2,319.41,,high,confirmed,13
AM11,6'-(morpholin-4-yl) luciferin,compound 8a (Sharma 2017); morpholino luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCOCC4)cc3s2)=N1,RCXHJIATEBWBSE-LLVKDONJSA-N,"(S)-2-(6-morpholinobenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H15N3O3S2,349.44,,high,confirmed,9
AM12,6'-(phenylamino) luciferin,compound 17a (Sharma 2017); 6'-anilino luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(Nc4ccccc4)cc3s2)=N1,YUXJDRNZRRNYGM-CYBMUJFWSA-N,"(S)-2-(6-(phenylamino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C17H13N3O2S2,355.44,,high,confirmed,5
AM13,6'-(piperazin-1-yl) luciferin,compound 16b (Sharma 2017); piperazinyl luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCNCC4)cc3s2)=N1,AVVCOAJUFUAPRQ-LLVKDONJSA-N,"Trifluoroacetic acid salt of (S)-2-(6-(piperazin-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H16N4O2S2,348.45,,high,confirmed,4
AM14,6'-(piperidin-1-yl) luciferin,compound 6a (Sharma 2017); piperidine luciferin; Piperidine (6a),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCCCC4)cc3s2)=N1,QHEFHACSSYGGNU-GFCCVEGCSA-N,"(S)-2-(6-(piperidin-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C16H17N3O2S2,347.47,,high,confirmed,4
AM15,6'-(prop-2-en-1-ylamino) luciferin,allylamino luciferin; compound 40a (Sharma 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),C=CCNc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,IORLQASZJQEMAT-SNVBAGLBSA-N,"(S)-2-(6-(allylamino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C14H13N3O2S2,319.41,,high,confirmed,4
AM16,6'-(pyrrolidin-1-yl) luciferin,compound 5a (Sharma 2017); pyrrolidine luciferin; Pyrolidine (5a),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCCC4)cc3s2)=N1,QBIHTXOSEGSRCH-LLVKDONJSA-N,"(S)-2-(6-(pyrrolidin-1-yl)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H15N3O2S2,333.44,,high,confirmed,4
AM17,6'-(thiomorpholin-4-yl) luciferin,compound 9a (Sharma 2017); thiomorpholinyl luciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(N4CCSCC4)cc3s2)=N1,DRWZCVXBBPJIHW-LLVKDONJSA-N,"(S)-2-(6-thiomorpholinobenzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H15N3O2S3,365.51,,high,confirmed,9
AM18,6'-Acetylaminoluciferin,20b in Meroni et al. 2009; IVb in White 1966; 6'-acetamidoluciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CC(=O)Nc1ccc2nc(C3=NC(C(=O)O)CS3)sc2c1,FLOBWSVGLOWARG-UHFFFAOYSA-N,"2-(6-acetamido-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C13H11N3O3S2,321.38,racemate,high,confirmed,3
AM19,6'-Dimethylaminoluciferin,1c (Kakiuchi 2017); 6'-Me2N-LH2; 6'-Me2NLH2; DMAL; Me2N-luciferin; compound 5b (Reddy 2010),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CN(C)c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,UTCWEJGXPUCZCO-SECBINFHSA-N,"2-(6-Dimethylamino-benzothiazol-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid (5b)",C13H13N3O2S2,307.4,,high,confirmed,42
AM20,6'-Methylaminoluciferin,1b (Kakiuchi 2017); 6'-MeNH-LH2; 6'-MeNHLH2; MeNH-luciferin; compound 5a (Reddy 2010),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),CNc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,KXWSDEOBCOLCQT-MRVPVSSYSA-N,"2-(6-Methylamino-benzothiazol-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid (5a)",C12H11N3O2S2,293.37,,high,confirmed,40
AM21,Aminoluciferin,1a (Kakiuchi 2017); 3b (Conley 2012); 6'-Aminoluciferin; 6'-NH2-LH2; 6'-NH2LH2; 6'-aminoluciferin; 6-aminoluciferin; AL; D-aminoluciferin; NH2-LH2; aLuc; amino-D-luciferin; aminoluciferin; compound 2; compound 20a in Meroni et al. 2009,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,HKSJKXOOBAVPKR-SSDOTTSWSA-N,"(4S)-2-(6-amino-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C11H9N3O2S2,279.35,,high,confirmed,115
AM22,cybLuc,N-cyclobutylaminoluciferin; compound 12a (Wu 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NC4CCC4)cc3s2)=N1,DRLXXHYUKOJAOR-LLVKDONJSA-N,"6-(cyclobutylamino)benzothiazole precursor 14a -> (S)-2-(6-(cyclobutylamino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H15N3O2S2,333.44,,high,confirmed,6
AM23,cyhLuc,N-cyclohexylaminoluciferin; compound 12c (Wu 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NC4CCCCC4)cc3s2)=N1,NIIGVBXLRQSTGA-CYBMUJFWSA-N,"(S)-2-(6-(cyclohexylamino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid (from nitrile 14c, 6-(cyclohexylamino)benzothiazole-2-carbonitrile)",C17H19N3O2S2,361.49,,high,confirmed,3
AM24,cypLuc,N-cyclopentylaminoluciferin; compound 12b (Wu 2017),"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NC4CCCC4)cc3s2)=N1,ZVLHWOUVMAMCMT-GFCCVEGCSA-N,"(S)-2-(6-(cyclopentylamino)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid (from nitrile 14b, 6-(cyclopentylamino)benzothiazole-2-carbonitrile)",C16H17N3O2S2,347.47,,high,confirmed,3
AM25,glycine-D-aminoluciferin,20c in Meroni et al. 2009; 3 (Shinde 2006); Gly-aminoluciferin; N-glycyl-D-aminoluciferin; aminoluciferin glycinamide; glycine-D-aminoluciferin (3) in Shinde 2006; glycine-D-aminoluciferin conjugate 3; glycine-aminoluciferin,"6'-Aminoluciferins, acyclic N-alkyl and pendant amine",amino,benzothiazole,thiazoline (natural),NCC(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,FAQBVGMMZNRKDK-MRVPVSSYSA-N,"(4S)-2--4,5-dihydro-1,3-thiazole-4-carboxylic acid",C13H12N4O3S2,336.4,,high,confirmed,10
CY01,CycLuc1,compound 16a (Reddy 2010); compound 9 (Miller 2018 review); cyclic alkylaminoluciferin; cyclic alkylaminoluciferin 1,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3cc4c(cc3s2)NCC4)=N1,HBZBAMXERPYTFS-SECBINFHSA-N,"(S)-2-(6,7-Dihydro-5H-thiazoloindol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C13H11N3O2S2,305.38,,high,confirmed,77
CY02,CycLuc10,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CN1CCCc2c1ccc1nc(C3=N[C@@H](C(=O)O)CS3)sc21,UQOQONVUZUYXBA-SNVBAGLBSA-N,"2-(6-Methyl-6,7,8,9-tetrahydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C15H15N3O2S2,333.44,,high,confirmed,6
CY03,CycLuc11,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CC1(C)CCNc2cc3sc(C4=N[C@@H](C(=O)O)CS4)nc3cc21,TZRMMDQJCDKGOY-LLVKDONJSA-N,"2-(8,8-Dimethyl-5,6,7,8-tetrahydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C16H17N3O2S2,347.47,,high,confirmed,6
CY04,CycLuc12,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CN1CCC(C)(C)c2cc3nc(C4=N[C@@H](C(=O)O)CS4)sc3cc21,KNODTRNYUXCDTA-LLVKDONJSA-N,"2-(5,8,8-Trimethyl-5,6,7,8-tetrahydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C17H19N3O2S2,361.49,,high,confirmed,5
CY05,CycLuc2,compound 10 (Miller 2018 review); compound 16b (Reddy 2010),"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CN1CCc2cc3nc(C4=N[C@@H](C(=O)O)CS4)sc3cc21,FHDMDDBUGSVLGG-SECBINFHSA-N,"2-(5-Methyl-6,7-dihydro-5H-thiazoloindol-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid (16b)",C14H13N3O2S2,319.41,,high,confirmed,38
CY06,CycLuc3,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3cc4c(cc3s2)NCCO4)=N1,IJUZLBCLMBCYOZ-MRVPVSSYSA-N,"2-(7,8-Dihydro-6H-5-oxa-1-thia-3,8-diaza-cyclopentanaphthalen-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C13H11N3O3S2,321.38,,high,confirmed,5
CY07,CycLuc4,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CN1CCOc2cc3nc(C4=N[C@@H](C(=O)O)CS4)sc3cc21,JUFUGZYFAJWNPQ-MRVPVSSYSA-N,"2-(8-Methyl-7,8-dihydro-6H-5-oxa-1-thia-3,8-diaza-cyclopentanaphthalen-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C14H13N3O3S2,335.41,,high,confirmed,5
CY08,CycLuc5,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CC1=CC(C)(C)Nc2cc3sc(C4=N[C@@H](C(=O)O)CS4)nc3cc21,ZWUOZFHAJZTSPR-GFCCVEGCSA-N,"2-(6,6,8-Trimethyl-5,6-dihydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C17H17N3O2S2,359.48,,high,confirmed,4
CY09,CycLuc6,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CC1=CC(C)(C)N(C)c2cc3sc(C4=N[C@@H](C(=O)O)CS4)nc3cc21,UZCFZDSRFKTGGM-GFCCVEGCSA-N,"2-(5,6,6,8-Tetramethyl-5,6-dihydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C18H19N3O2S2,373.5,,high,confirmed,5
CY10,CycLuc7,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3cc4c(cc3s2)NCCC4)=N1,BKYMBDMQGNICFU-SNVBAGLBSA-N,"2-(5,6,7,8-Tetrahydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C14H13N3O2S2,319.41,,high,confirmed,7
CY11,CycLuc8,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),CN1CCCc2cc3nc(C4=N[C@@H](C(=O)O)CS4)sc3cc21,QBNFGHAUCLVPHY-SNVBAGLBSA-N,"2-(5-Methyl-5,6,7,8-tetrahydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C15H15N3O2S2,333.44,,high,confirmed,4
CY12,CycLuc9,,"Conformationally restricted ring-fused aminoluciferins, the CycLuc series",cycluc,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc4c(c3s2)CCCN4)=N1,XOGNVQAVADGQHN-SNVBAGLBSA-N,"2-(6,7,8,9-Tetrahydro-thiazoloquinolin-2-yl)-4,5-dihydro-thiazole-4-carboxylic acid",C14H13N3O2S2,319.41,,high,confirmed,4
SU01,"6'-(2,4,6-triisopropylbenzenesulfonamidyl) luciferin",compound 34a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CC(C)c1cc(C(C)C)c(S(=O)(=O)Nc2ccc3nc(C4=N[C@@H](C(=O)O)CS4)sc3c2)c(C(C)C)c1,CHWARRFJZSNONF-OAQYLSRUSA-N,"(S)-2-(6-(2,4,6-triisopropylphenylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C26H31N3O4S3,545.75,,high,confirmed,9
SU02,"6'-(2,6-dimethylbenzenesulfonamidyl) luciferin",compound 31a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),Cc1cccc(C)c1S(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,KCWOVNJBVMISMM-CQSZACIVSA-N,"(S)-2-(6-(2,6-dimethylphenylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C19H17N3O4S3,447.56,,high,confirmed,1
SU03,6'-(2-methylbenzenesulfonamidyl) luciferin,compound 29a (Sharma 2019); o-toluenesulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),Cc1ccccc1S(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,WJFZVDPPPMCJPL-CYBMUJFWSA-N,"(S)-2-(6-(2-methylphenylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C18H15N3O4S3,433.54,,high,confirmed,1
SU04,6'-(2-phenylethanesulfonamidyl) luciferin,compound 25a (Sharma 2019); phenethyl sulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NS(=O)(=O)CCc4ccccc4)cc3s2)=N1,USGLANTUCOOSFU-OAHLLOKOSA-N,"(S)-2-(6-(2-phenylethylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C19H17N3O4S3,447.56,,high,confirmed,10
SU05,"6'-(3,3,3-trifluoro-N-methylpropane-1-sulfonamidyl) luciferin",compound 42a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CN(c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1)S(=O)(=O)CCC(F)(F)F,BEHHXYLTOZXMBU-SNVBAGLBSA-N,"(S)-2-(6-(3,3,3-trifluoro-N-methylpropylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H14F3N3O4S3,453.49,,high,confirmed,7
SU06,"6'-(3,3,3-trifluoropropane-1-sulfonamidyl) luciferin",TFP sulfonamidyl luciferin; compound 41a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NS(=O)(=O)CCC(F)(F)F)cc3s2)=N1,DHMGMGARYSOXMD-SECBINFHSA-N,"(S)-2-(6-(3,3,3-trifluoropropylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C14H12F3N3O4S3,439.46,,high,confirmed,11
SU07,6'-(benzenesulfonamidyl) luciferin,compound 27a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),O=C(O)[C@H]1CSC(c2nc3ccc(NS(=O)(=O)c4ccccc4)cc3s2)=N1,COKJDWMJSMFXKD-CYBMUJFWSA-N,"(S)-2-(6-(phenylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C17H13N3O4S3,419.51,,high,confirmed,11
SU08,6'-(butane-1-sulfonamidyl) luciferin,compound 9a (Sharma 2019); n-butyl sulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CCCCS(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,RJQMXSCQXVZYQW-LLVKDONJSA-N,"(S)-2-(6-(butylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C15H17N3O4S3,399.52,,high,confirmed,10
SU09,6'-(hexane-1-sulfonamidyl) luciferin,compound 14a (Sharma 2019); n-hexyl sulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CCCCCCS(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,BVCHFZPTSVLKAY-CYBMUJFWSA-N,"(S)-2-(6-(hexylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C17H21N3O4S3,427.57,,high,confirmed,1
SU10,6'-(mesitylenesulfonamidyl) luciferin,compound 32a (Sharma 2019); mesityl sulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),Cc1cc(C)c(S(=O)(=O)Nc2ccc3nc(C4=N[C@@H](C(=O)O)CS4)sc3c2)c(C)c1,JUTNPFJRQXZMDC-OAHLLOKOSA-N,"(S)-2-(6-(2,4,6-trimethylphenylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C20H19N3O4S3,461.59,,high,confirmed,10
SU11,6'-(N-methyl-benzenesulfonamidyl) luciferin,compound 28a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CN(c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1)S(=O)(=O)c1ccccc1,CIJMKASKCAQKBH-CQSZACIVSA-N,"(S)-2-(6-(N-methylphenylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C18H15N3O4S3,433.54,,high,confirmed,6
SU12,6'-(N-methyl-methanesulfonamidyl) luciferin,compound 4a (Sharma 2019),6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CN(c1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1)S(C)(=O)=O,HLXVEMHHUWBYTE-SECBINFHSA-N,"(S)-2-(6-(N-methylmethylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C13H13N3O4S3,371.47,,high,confirmed,8
SU13,6'-(octane-1-sulfonamidyl) luciferin,compound 15a (Sharma 2019); n-octyl sulfonamidyl luciferin,6'-Sulfonamidyl luciferins,sulfonamide,benzothiazole,thiazoline (natural),CCCCCCCCS(=O)(=O)Nc1ccc2nc(C3=N[C@@H](C(=O)O)CS3)sc2c1,RFXMHIDKBGOWBU-OAHLLOKOSA-N,"(S)-2-(6-(octylsulfonamido)benzothiazol-2-yl)-4,5-dihydrothiazole-4-carboxylic acid",C19H25N3O4S3,455.63,,high,confirmed,1
